Wl,Ex.1 ,Ex.2,Ex.3,Ex.4,Ex.5,Ex.6,Ex.7,Ex.8
674,0.052361389,0.027025447,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.989679338
675,0.051985313,0.028228595,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.989465919
676,0.051609237,0.029431742,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.9892525
677,0.051233161,0.030634889,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.989039081
678,0.050857085,0.031838037,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.988825663
679,0.050481009,0.033041184,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.988612244
680,0.050104933,0.034244331,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.988398825
681,0.050326384,0.034144032,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.988292174
682,0.050547835,0.034043732,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.988185524
683,0.050769285,0.033943432,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.988078873
684,0.050990736,0.033843133,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987972223
685,0.051212187,0.033742833,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987865572
686,0.051433638,0.033642533,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987758922
687,0.051655089,0.033542234,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987652271
688,0.05187654,0.033441934,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987545621
689,0.052097991,0.033341634,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.98743897
690,0.052319441,0.033241335,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.98733232
691,0.052537675,0.03346507,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987217231
692,0.052755908,0.033688805,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.987102142
693,0.052974141,0.03391254,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986987054
694,0.053192374,0.034136275,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986871965
695,0.053410607,0.03436001,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986756876
696,0.05362884,0.034583745,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986641787
697,0.053847073,0.034807481,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986526699
698,0.054065306,0.035031216,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.98641161
699,0.05428354,0.035254951,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986296521
700,0.054501773,0.035478686,0.017160586,0.017160586,0.017160586,0.026192518,0.017160586,0.986181432
701,0.054805817,0.035258838,0.016319786,0.017160586,0.016319786,0.026192518,0.016319786,0.986024027
702,0.05510986,0.03503899,0.015478986,0.017160586,0.015478986,0.026192518,0.015478986,0.985866622
703,0.055413904,0.034819142,0.014638186,0.017160586,0.014638186,0.026192518,0.014638186,0.985709217
704,0.055717948,0.034599295,0.013797386,0.017160586,0.013797386,0.026192518,0.013797386,0.985551812
705,0.056021992,0.034379447,0.012956586,0.017160586,0.012956586,0.026192518,0.012956586,0.985394407
706,0.056326035,0.034159599,0.012115786,0.017160586,0.012115786,0.026192518,0.012115786,0.985237002
707,0.056630079,0.033939751,0.011274986,0.017160586,0.011274986,0.026192518,0.011274986,0.985079598
708,0.056934123,0.033719903,0.010434187,0.017160586,0.010434187,0.026192518,0.010434187,0.984922193
709,0.057238167,0.033500055,0.009593387,0.017160586,0.009593387,0.026192518,0.009593387,0.984764788
710,0.05754221,0.033280208,0.008752587,0.017160586,0.008752587,0.026192518,0.008752587,0.984607383
711,0.058007403,0.032647992,0.008270001,0.017160586,0.008270001,0.026192518,0.008270001,0.984493527
712,0.058472595,0.032015777,0.007787415,0.017160586,0.007787415,0.026192518,0.007787415,0.984379671
713,0.058937787,0.031383562,0.007304829,0.017160586,0.007304829,0.026192518,0.007304829,0.984265814
714,0.05940298,0.030751347,0.006822243,0.017160586,0.006822243,0.026192518,0.006822243,0.984151958
715,0.059868172,0.030119131,0.006339657,0.017160586,0.006339657,0.026192518,0.006339657,0.984038102
716,0.060333365,0.029486916,0.005857071,0.017160586,0.005857071,0.026192518,0.005857071,0.983924246
717,0.060798557,0.028854701,0.005374485,0.017160586,0.005374485,0.026192518,0.005374485,0.98381039
718,0.061263749,0.028222486,0.004891899,0.017160586,0.004891899,0.026192518,0.004891899,0.983696534
719,0.061728942,0.02759027,0.004409313,0.017160586,0.004409313,0.026192518,0.004409313,0.983582678
720,0.062194134,0.026958055,0.003926727,0.017160586,0.003926727,0.026192518,0.003926727,0.983468822
721,0.061202032,0.026820154,0.003671167,0.017160586,0.003671167,0.026192518,0.003671167,0.983322191
722,0.060209929,0.026682254,0.003415606,0.017160586,0.003415606,0.026192518,0.003415606,0.983175559
723,0.059217827,0.026544353,0.003160046,0.017160586,0.003160046,0.026192518,0.003160046,0.983028928
724,0.058225725,0.026406453,0.002904486,0.017160586,0.002904486,0.026192518,0.002904486,0.982882296
725,0.057233623,0.026268552,0.002648926,0.017160586,0.002648926,0.026192518,0.002648926,0.982735665
726,0.05624152,0.026130651,0.002393365,0.017160586,0.002393365,0.026192518,0.002393365,0.982589033
727,0.055249418,0.025992751,0.002137805,0.017160586,0.002137805,0.026192518,0.002137805,0.982442402
728,0.054257316,0.02585485,0.001882245,0.017160586,0.001882245,0.026192518,0.001882245,0.982295771
729,0.053265214,0.025716949,0.001626685,0.017160586,0.001626685,0.026192518,0.001626685,0.982149139
730,0.052273111,0.025579049,0.001371124,0.017160586,0.001371124,0.026192518,0.001371124,0.982002508
731,0.052854028,0.025614725,0.001236526,0.017160586,0.001236526,0.026192518,0.001236526,0.981900075
732,0.053434945,0.025650401,0.001101927,0.017160586,0.001101927,0.026192518,0.001101927,0.981797643
733,0.054015862,0.025686077,0.000967329,0.017160586,0.000967329,0.026192518,0.000967329,0.98169521
734,0.054596779,0.025721753,0.00083273,0.017160586,0.00083273,0.026192518,0.00083273,0.981592777
735,0.055177696,0.025757429,0.000698131,0.017160586,0.000698131,0.026192518,0.000698131,0.981490345
736,0.055758613,0.025793105,0.000563533,0.017160586,0.000563533,0.026192518,0.000563533,0.981387912
737,0.05633953,0.025828781,0.000428934,0.017160586,0.000428934,0.026192518,0.000428934,0.98128548
738,0.056920447,0.025864457,0.000294336,0.017160586,0.000294336,0.026192518,0.000294336,0.981183047
739,0.057501364,0.025900134,0.000159737,0.017160586,0.000159737,0.026192518,0.000159737,0.981080614
740,0.058082281,0.02593581,2.51386E-05,0.017160586,2.51386E-05,0.026192518,2.51386E-05,0.980978182
741,0.058273747,0.025563515,0.001047639,0.016319786,7.19046E-05,0.026192518,7.19046E-05,0.98093316
742,0.058465213,0.025191219,0.002070139,0.015478986,0.000118671,0.026192518,0.000118671,0.980888138
743,0.058656678,0.024818924,0.003092639,0.014638186,0.000165437,0.026192518,0.000165437,0.980843115
744,0.058848144,0.024446629,0.004115139,0.013797386,0.000212203,0.026192518,0.000212203,0.980798093
745,0.05903961,0.024074334,0.00513764,0.012956586,0.000258968,0.026192518,0.000258968,0.980753071
746,0.059231076,0.023702039,0.00616014,0.012115786,0.000305734,0.026192518,0.000305734,0.980708049
747,0.059422542,0.023329744,0.00718264,0.011274986,0.0003525,0.026192518,0.0003525,0.980663027
748,0.059614008,0.022957449,0.00820514,0.010434187,0.000399266,0.026192518,0.000399266,0.980618005
749,0.059805474,0.022585153,0.00922764,0.009593387,0.000446032,0.026192518,0.000446032,0.980572983
750,0.05999694,0.022212858,0.01025014,0.008752587,0.000492798,0.026192518,0.000492798,0.980527961
